municipality_code,municipality_name,variable_code,variable_name,period,value_raw,source,value
1101468,Pimenteiras do Oeste - RO,367,Número de empresas e outras organizações atuantes,2024,125,cempre_general,125.0
1101468,Pimenteiras do Oeste - RO,707,Pessoal ocupado total,2024,529,cempre_general,529.0
1101468,Pimenteiras do Oeste - RO,708,Pessoal ocupado assalariado,2024,426,cempre_general,426.0
1101468,Pimenteiras do Oeste - RO,662,Salários e outras remunerações,2024,20317.506,cempre_general,20317.506
1101468,Pimenteiras do Oeste - RO,10143,Salário médio mensal em reais,2024,3608.68,cempre_general,3608.68
1101476,Primavera de Rondônia - RO,706,Número de unidades locais,2024,133,cempre_general,133.0
1101476,Primavera de Rondônia - RO,367,Número de empresas e outras organizações atuantes,2024,133,cempre_general,133.0
1101476,Primavera de Rondônia - RO,707,Pessoal ocupado total,2024,541,cempre_general,541.0
1101476,Primavera de Rondônia - RO,708,Pessoal ocupado assalariado,2024,415,cempre_general,415.0
1101476,Primavera de Rondônia - RO,662,Salários e outras remunerações,2024,15747.518,cempre_general,15747.518
1101476,Primavera de Rondônia - RO,10143,Salário médio mensal em reais,2024,2772.53,cempre_general,2772.53
1101484,São Felipe D'Oeste - RO,706,Número de unidades locais,2024,154,cempre_general,154.0
1101484,São Felipe D'Oeste - RO,367,Número de empresas e outras organizações atuantes,2024,151,cempre_general,151.0
1101484,São Felipe D'Oeste - RO,707,Pessoal ocupado total,2024,670,cempre_general,670.0
1101484,São Felipe D'Oeste - RO,708,Pessoal ocupado assalariado,2024,533,cempre_general,533.0
1101484,São Felipe D'Oeste - RO,662,Salários e outras remunerações,2024,20711.196,cempre_general,20711.196
1101484,São Felipe D'Oeste - RO,10143,Salário médio mensal em reais,2024,2740.04,cempre_general,2740.04
1101492,São Francisco do Guaporé - RO,706,Número de unidades locais,2024,602,cempre_general,602.0
1101492,São Francisco do Guaporé - RO,367,Número de empresas e outras organizações atuantes,2024,594,cempre_general,594.0
1101492,São Francisco do Guaporé - RO,707,Pessoal ocupado total,2024,2311,cempre_general,2311.0
1101492,São Francisco do Guaporé - RO,708,Pessoal ocupado assalariado,2024,1737,cempre_general,1737.0
1101492,São Francisco do Guaporé - RO,662,Salários e outras remunerações,2024,78990.257,cempre_general,78990.257
1101492,São Francisco do Guaporé - RO,10143,Salário médio mensal em reais,2024,3191.07,cempre_general,3191.07
1101500,Seringueiras - RO,706,Número de unidades locais,2024,360,cempre_general,360.0
1101500,Seringueiras - RO,367,Número de empresas e outras organizações atuantes,2024,349,cempre_general,349.0
1101500,Seringueiras - RO,707,Pessoal ocupado total,2024,1637,cempre_general,1637.0
1101500,Seringueiras - RO,708,Pessoal ocupado assalariado,2024,1332,cempre_general,1332.0
1101500,Seringueiras - RO,662,Salários e outras remunerações,2024,45202.657,cempre_general,45202.657
1101500,Seringueiras - RO,10143,Salário médio mensal em reais,2024,2578.80,cempre_general,2578.8
1101559,Teixeirópolis - RO,706,Número de unidades locais,2024,117,cempre_general,117.0
1101559,Teixeirópolis - RO,367,Número de empresas e outras organizações atuantes,2024,116,cempre_general,116.0
1101559,Teixeirópolis - RO,707,Pessoal ocupado total,2024,544,cempre_general,544.0
1101559,Teixeirópolis - RO,708,Pessoal ocupado assalariado,2024,439,cempre_general,439.0
1101559,Teixeirópolis - RO,662,Salários e outras remunerações,2024,15720.321,cempre_general,15720.321
